id,name,identity,intelligence,strength,speed,durability,power,combat,creator,universe,full_name,place_of_birth,first_appearance,alignment,height,weight,eye_color,hair_color
Toxin (Klyntar Symbiote),Toxin (Klyntar Symbiote),Toxin,Average,30,25,65,75,70,Marvel Comics,Earth-616 - Prime Marvel Universe,The Symbiote Takes The Name Of Its Current Host,"New York City, New York",2004,Neutral,,,White,No Hair
Toy Master,Toy Master,,Good,1,6,10,20,80,DC Comics,Teen Titans - Teen Titans (2003-2006 TV Series),,,,,,,,
Toyman,Toyman,Winslow Schott,Good,5,5,15,40,15,DC Comics,DCAU - DC Animated Universe,,,,,,,,
Toyman-1,Toyman,Winslow P. Schatt,Good,1,6,10,20,15,DC Comics,New Earth - Post-Crisis,,,,,,,,
Toyman-2,Toyman,Winslow Schott,High,1,1,5,25,15,DC Comics,Smallville - Smallville (2001-2011 TV Series),,,,,,,,
Toymaster,Toymaster,Hiro Okamura,Low,0,0,0,0,0,DC Comics,New Earth - Post-Crisis,Hiro Okamura,Japan,,Good,,,Black,Black
Toyoyama,Toyoyama,,Good,1,1,20,30,50,Shueisha,Cv - Cardfight!! Vanguard,,,,Neutral,,,Black,Brown
TRACE-E,TRACE-E,,Good,1,25,30,10,5,Marvel Comics,Earth-TRN888 - Marvel's Spidey and His Amazing Friends,,,2021,Good,,,Blue / White,No Hair
Tracer,Tracer,Lena Oxton,Average,1,25,15,20,20,Activision Blizzard,Overwatch - Overwatch Universe,Lena Oxton,"London, United Kingdom",,Good,162.6,52.0,Brown,Brown
Traci Thirteen,Traci Thirteen,Traci Thurston,Average,1,5,15,65,35,DC Comics,Young Justice - Young Justice (2010- TV Series),,,,Good,,,Brown,Brown
Trader,Trader,,Average,1,1,5,35,10,Marvel Comics,Earth-17372 - The Gifted,,,,Good,,,Brown,Black
Trafalgar Law,Trafalgar Law,Trafalgar D. Water Law,Good,100,80,40,70,75,Shueisha,OP - One Piece Verse,,,,Neutral,191.0,,Yellow,Black
Train Heartnet,Train Heartnet,,Good,30,80,15,50,90,Shueisha,Black Cat - Black Cat,,,,Good,,,,
Trajann Valoris,Trajann Valoris,,Good,100,100,50,100,100,Games Workshop,Warhammer 40K - W40K,,,,,,,,
Tramm,Tramm,,Good,35,30,25,25,45,DC Comics,Teen Titans - Teen Titans (2003-2006 TV Series),,,,Good,,,Yellow,No Hair
Translucent,Translucent,,Average,8,11,30,30,35,Dynamite Entertainment,The Boys 2019 - The Boys (TV Series 2019),,,,Bad,,,,
Trapster,Trapster,Peter Petruski,High,8,11,15,15,70,Marvel Comics,Earth-616 - Prime Marvel Universe,Peter Petruski,,,Bad,,,,
Trauma,Trauma,Terrance Ward,Average,75,65,50,50,50,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,,,,,
Travis Touchdown,Travis Touchdown,Travis Touchdown,Average,55,50,25,60,90,Ubisoft,NMH - No More Heroes,,,,,,,,
Trazyn The Infinite,Trazyn The Infinite,,High,100,100,55,100,100,Games Workshop,Warhammer 40K - W40K,,,,,,,,
Treat Heart Pig,Treat Heart Pig,,Average,45,50,45,65,8,,Care Bears - Care Bears Universe,,Forest of Feelings,,Good,,,Black,Yellow
Tremere,Tremere,Tremere,High,100,100,100,100,100,,WOD - World of Darkness,,,,,,,,
Tremor,Tremor,,Average,25,50,35,60,100,Mortal Kombat,MK - Mortal Kombat,,,,,,,,
Trench,Trench,Trench Mauser,Good,10,15,10,15,70,,Expendables - Expendables,,Austria,,Good,188.0,110.0,Blue,Brown / White
Trench-1,Trench,,Low,25,25,20,30,40,DC Comics,DCEU - DC Extended Universe,,,,,,,,
Trespasser,Trespasser,,Moderate,75,25,25,25,30,Universal Studios,Pacific Rim - Pacific Rim,,The Anteverse,,Bad,9205.0,,,
Trevenant,Trevenant,,Good,25,25,30,60,50,Nintendo,Pokemon - Pokemon,,,,,,,Red,
Trevor C. Belmont,Trevor C. Belmont,,Good,13,17,15,25,60,Konami,C17S - Castlevania (Series 2017-),,,,Good,185.0,86.0,Blue,Black
Trevor C. Belmont-1,Trevor C. Belmont,,Good,100,100,100,100,80,Konami,Castlevania - Castlevania,,,,Good,,,Blue,Brown
Trevor Philips,Trevor Philips,Trevor Philips,Average,14,8,12,15,50,Rockstar Games,GTA - Grand Theft Auto,,Canada,,Neutral,185.9,,Brown,Brown
Trey,Trey,,Good,10,8,50,50,80,Shueisha,Yu-Gi-Oh! - Yu-Gi-Oh!,,,,Good,158.0,,Pink,Green
Tribble,Tribble,Tribleustes Ventricosus,Low,1,1,1,5,1,Gene Roddenberry,Star Trek - Star Trek,,,,Neutral,,,,
Triborg,Triborg,,Good,50,75,35,80,100,Mortal Kombat,MK - Mortal Kombat,,A Special Forces Laboratory,,Bad,190.5,295.02,Blue,Black
Triceratops,Triceratops,Triceratops,Moderate,25,5,15,10,25,Universal Studios,Jurassic Park - Jurassic Park,,,,Neutral,300.0,12000.0,,
Tricia Takanawa,Tricia Takanawa,,High,5,10,10,5,5,Disney,Family Guy - Family Guy,Tricia Takanawa,,,,,,,
Trick,Trick,,Good,25,25,10,20,80,Dark Horse Comics,Buffy - Buffy the Vampire Slayer,,,,,,,,
Trick-or-Sweet Bear,Trick-or-Sweet Bear,,Average,45,50,45,65,8,,Care Bears - Care Bears Universe,,Care-a-Lot,,Good,,,Black,Orange
Trickshot,Trickshot,Barney Barton,Low,0,0,0,0,0,Marvel Comics,Earth-616 - Prime Marvel Universe,"Charles Bernard ""Barney"" Barton","Waverly, Iowa",1969,Bad,,,Blue,Brown
Trickster,Trickster,James Jesse,Low,0,0,0,0,0,,Arrowverse - DC Television Universe,James Jesse,Earth-1,,Bad,177.8,74.8,Blue,Blond
Trickster-1,Trickster,Giovanni Giuseppe,Low,0,0,0,0,0,DC Comics,New Earth - Post-Crisis,Giovanni Giuseppe,,1960,Neutral,182.9,81.2,Blue,Blond
Trickster-2,Trickster,Axel Walker,Good,1,6,10,20,10,DC Comics,New Earth - Post-Crisis,Axel Walker,,,Bad,,68.0,Blue,Blond
Tricky The Clown (Tricky),Tricky The Clown (Tricky),Tricky The Clown,Good,30,17,50,60,10,Newgrounds,FNFU - Friday Night Funkin Universe,Tricky,Nevada,,Bad,,,No eyes,Orange
Trident,Trident,,Good,40,35,30,35,70,DC Comics,Teen Titans - Teen Titans (2003-2006 TV Series),,Atlantis,,Bad,,,Yellow (without irises),No Hair
Trigger Happy,Trigger Happy,,Average,1,6,11,25,50,Activision Blizzard,Skylanders - Skylanders,,,,Good,,,Gold,Auburn
Trigon,Trigon,Trigon,High,80,75,90,85,55,DC Comics,Titans - Titans (2018- TV Series),,,,,,,,
Trigon-1,Trigon,,High,100,100,100,100,100,DC Comics,New Earth - Post-Crisis,,,1981,Bad,,,Yellow,Black
Trigon-2,Trigon,,High,100,100,100,100,100,DC Comics,Rebirth - DC Rebirth,,,,Bad,,,Yellow,White
Trigon-3,Trigon,,High,100,100,100,100,80,DC Comics,Earth 55 - DCeased,,,,Bad,,,,
Trigon-4,Trigon,,Good,100,100,100,100,80,DC Comics,Lego Earth-1 - Lego DC Universe,,,,Bad,,,,
Trigon-5,Trigon,Trigon,High,100,100,100,100,75,DC Comics,Injustice - Injustice (2013-2017 Games and Comics),,,2013,Bad,,,Red,White
Trigon-6,Trigon,Trigon,Good,100,75,100,100,55,DC Comics,Teen Titans - Teen Titans (2003-2006 TV Series),,,,Bad,,,Red,White
Trigon-7,Trigon,,High,100,100,90,95,90,DC Comics,DCUAOM - DC Universe Animated Original Movies,Trigon,,,Bad,,,Red,White
Trigon-8,Trigon,Trigon,High,100,100,100,100,80,DC Comics,Prime Earth - New 52,,,2012,Bad,,,Yellow,Black
Trigon (Reboot),Trigon (Reboot),,High,100,100,100,100,70,DC Comics,Teen Titans - Teen Titans (2003-2006 TV Series),,,,,,,,
Trilopod,Trilopod,Trilopod,Moderate,75,25,35,40,30,IDW Publishing,IDWGZ - IDW Godzilla (2011- ),,,,Bad,10000.0,65000000.0,Red,No Hair
Trinary,Trinary,Trinary,Average,1,6,7,30,25,Marvel Comics,Earth-616 - Prime Marvel Universe,,India,2018,Good,,,Brown,Black
Trinimac,Trinimac,,High,100,100,100,100,100,,TES - The Elder Scrolls Verse,,,,,,,,
Trinity,Trinity,,Good,8,19,12,25,100,,Matrix - The Matrix,,,,Good,173.0,59.0,Blue,Black
Triplicate Girl,Triplicate Girl,Luornu Durgo,Low,0,0,0,0,0,DC Comics,New Earth - Post-Crisis,Luornu Durgo,,,Good,167.6,59.0,Purple,Brown
Trish,Trish,,Average,25,50,50,60,70,Capcom,DMC - Devil May Cry,,,,,,,,
Triss,Triss,Triss Merigold,Good,25,20,10,60,50,CD Projekt Red,Witcher 2019 - The Witcher (TV Series 2019- ),,,2019,Good,,,Brown,
Triss Merigold,Triss Merigold,,Good,1,25,25,50,30,CD Projekt Red,Witcher - The Witcher Universe,,,,Good,168.0,,Green,Red
Tristan,Tristan,,Good,25,25,40,40,90,,Hero Wars Verse - Hero Wars Verse,,,,Good,,,Blue,White
Tristan De Martel,Tristan De Martel,,Good,30,50,25,70,75,The CW,VD - Vampire Diaries,,10th c. Southern France,,Bad,177.8,,Blue,Brown
Tristan Strong,Tristan Strong,Tristan Strong,Average,10,5,10,25,35,,PJO - Percy Jackson & the Olympians,,,,,,,,
Tristana,Tristana,Tristana,Good,1,11,10,25,70,Riot Games,LoL - League of Legends,,Bandle City,,Good,,,Orange,White
Tritannus,Tritannus,Tritannus,Good,75,65,80,80,80,Nickelodeon,Winx Club Universe - Winx Club Universe,,,,Bad,,,Red,Purple
Triton,Triton,Triton,Low,0,0,0,0,0,Marvel Comics,Earth-616 - Prime Marvel Universe,,"Island of Attilan, Atlantic Ocean",1965,Good,188.0,86.2,Green,No Hair
Trixie,Trixie,Beatrice Espinoza,Average,1,1,1,0,15,DC Comics,Arrowverse - DC Television Universe,,,,,,,,
Trixx,Trixx,,Average,1,1,100,40,8,Disney,Miracuverse - The Miraculous Tales of Ladybug and Chat Noir Universe,,,,Good,,,Purple,Orange / White
Troia,Troia,Donna Troy,Good,100,100,100,100,100,DC Comics,Rebirth - DC Rebirth,,,,,,,,
Troile,Troile,Troile,High,100,100,100,100,100,,WOD - World of Darkness,,,,,,,,
Tru'nembra,Tru'nembra,Tru'nembra,High,100,100,100,100,100,H.P. Lovecraft,Cthulhu Mythos - Cthulhu Mythos,,,,,,,,
Trudgen,Trudgen,Trudgen,Average,13,8,15,5,65,George Lucas,Star Wars - Star Wars Universe,,,,Bad,,,,
True Devil Kazuya,True Devil Kazuya,Kazuya Mishima,Good,75,90,55,85,100,Namco,Tekken - Tekken,,,,Bad,,,Red,
True Heart Bear,True Heart Bear,,Average,45,50,40,65,8,,Care Bears - Care Bears Universe,,,,,,,,
Trundle,Trundle,Trundle,Average,30,8,20,30,60,Riot Games,LoL - League of Legends,,"Frost-Troll Village, Freljord",,Bad,,,,Red
Trunks,Trunks,Trunks,Good,100,80,90,85,100,Shueisha,CC - Dragon Ball Capsule Corp,,,,Good,,,,
Trunks-1,Trunks,Trunks,Average,100,80,85,85,95,Shueisha,DBGT - Dragon Ball GT,Trunks,"Earth, Universe 7",,Good,,,Blue,Pink
Trunks-2,Trunks,Trunks,Average,100,100,90,90,85,Shueisha,DB - Dragon Ball Verse,,,,Good,,,,Purple
Trunks (Super Saiyan),Trunks (Super Saiyan),Trunks,Average,100,100,75,60,90,Shueisha,DB - Dragon Ball Verse,,,,Good,,,Green / Blue,Gold
Tryndamere,Tryndamere,Tryndamere,Average,25,9,20,35,80,Riot Games,LoL - League of Legends,,The Freljord,,Good,,,Green,Brown
Trypticon,Trypticon,,Average,100,100,60,50,100,IDW Publishing,,,,,,,,,
Ts-eh-GO,Ts-eh-GO,,Moderate,75,20,30,55,25,IDW Publishing,G:TS - Godzilla: The Series,,,,Neutral,,,Yellow (without irises),No Hair
Tsara'noga The Outsider,Tsara'noga The Outsider,,High,100,100,100,100,100,Games Workshop,Warhammer 40K - W40K,,,,,,,,
Tsireya,Tsireya,,Average,1,25,7,30,9,James Cameron,Avatar - Avatar Movies (2009-2028),,,,Good,218.5,,Blue,Black
Tsubaki,Tsubaki,,Good,100,50,25,60,50,Shogakukan,Inuyasha - Inuyasha,,,,Bad,,,Blue / White,Silver
Tsukinowa,Tsukinowa,,Good,100,100,80,100,80,Square Enix,FF IV - Final Fantasy IV,,Elban,,Neutral,,,Blue,Purple
Tsukuyo,Tsukuyo,,Good,25,25,25,30,90,Shueisha,Gintama - Gintama Universe,,,,Good,170.0,52.0,Purple,Blond
Tsukuyomi,Tsukuyomi,Tsukuyomi,Good,15,75,55,100,95,Kadokawa,TgMID - Tsuki ga Michibiku Isekai Douchuu,,,,Good,,,Yellow,White
Tsuna,Tsuna,Tsunayoshi Sawada,Low,0,0,0,0,0,Shueisha,Reborn! - Katekyo Hitman Reborn!,,,,Good,157.0,47.0,Brown,Brown
Tsunade,Tsunade,,Good,75,25,45,70,100,Shueisha,"Naruto - Naruto, shippuden, Boruto",,Konohagakure,,Good,162.6,48.1,Brown,Blond
Tsunami,Tsunami,Tamaya Rae,Average,1,1,5,70,50,,The Renegades - The Renegades Novels by Marrisa Meyers,,,,Good,,,,
Tsunami-1,Tsunami,Tsunami,High,100,100,100,100,100,Kadokawa,Tenchi Muyo - Tenchi Muyo! Universe,,,,Neutral,,,Red,Blue
Tsuneto Tado,Tsuneto Tado,,Good,1,1,15,30,50,Shueisha,Cv - Cardfight!! Vanguard,,,,Good,,,Black,Black
Tsuyu Asui,Tsuyu Asui,,Average,25,25,14,45,65,Shueisha,MHA - My Hero Academia,,,,Good,150.0,,Black,Green
Tuatha,Tuatha,,Good,1,1,10,60,10,Zenescope Entertainment,Charmed - Charmed Universe,,,,Bad,,,Hazel,Auburn
Tubal Cain,Tubal Cain,,Average,75,50,20,90,100,,SB - Shinza Banshou,,,,Bad,210.0,125.0,,
Tubalcain,Tubalcain,Tubalcain,High,100,100,100,100,90,,WOD - World of Darkness,,,,,,,,
Tubalcain Alhambra,Tubalcain Alhambra,The Dandy Man,Good,55,65,35,85,100,Dark Horse Comics,Hellsing - Hellsing,,,,,,,,
Tucker Shockley,Tucker Shockley,Tucker Shockley,Average,1,1,5,60,40,Marvel Comics,MCU - Marvel Cinematic Universe,,United States of America,,Bad,,,,Blond
Tuco Salamanca,Tuco Salamanca,,Average,5,1,12,5,35,AMC,BB - Breaking Bad,,,,Bad,170.0,85.0,Brown,Black
Tulkas,Tulkas,Tulkas,High,100,100,100,100,100,J. R. R. Tolkien,,,,,Good,,,,
Tulkas (True Form),Tulkas (True Form),Tulkas,High,100,100,100,100,100,J. R. R. Tolkien,Arda - Tolkein World,,,,,,,,
Tulon Voidgazer,Tulon Voidgazer,Tulon Voidgazer,Good,25,14,20,25,50,George Lucas,Star Wars - Star Wars Universe,,,2015,Bad,,,,Red
Tulzscha,Tulzscha,Tulzscha,High,100,100,100,100,100,H.P. Lovecraft,Cthulhu Mythos - Cthulhu Mythos,,,,,,,,
Tumult,Tumult,,High,100,100,100,100,100,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,,,,,
Tundra,Tundra,Tundra,Average,100,25,100,100,60,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,Bad,,,,
Tupper,Tupper,,Average,75,30,50,50,95,Shueisha,DB - Dragon Ball Verse,,,,,,,,
Turanga Leela,Turanga Leela,,Average,1,6,10,10,50,Matt Groening,Futurama - Futurama,,,,Good,,,,Purple
Turbo,Turbo,,Average,1,25,1,9,5,Dreamworks,Turbo - Turbo (2013 Movie),,,,Good,,,Blue,
Turbo Toilet 2000 (Movie),Turbo Toilet 2000 (Movie),,Good,50,20,20,45,50,,,,,,Bad,,,Green,
Turin Turambar,Turin Turambar,Turin Turambar,Good,25,17,30,20,80,J. R. R. Tolkien,,,"Dor-l�min, Hitlum",,Good,,,,
Turner Hayes,Turner Hayes,Turner Hayes,Good,5,10,5,20,80,DC Comics,DCEU - DC Extended Universe,Turner Robin Hayes,"Gotham City, CT",2023,Good,170.2,60.0,Blue,Brown
Turok-Han,Turok-Han,,Moderate,30,50,40,40,95,Dark Horse Comics,Buffy - Buffy the Vampire Slayer,,,,Bad,,,Black,No Hair
Tuska The Daemon-Killa,Tuska The Daemon-Killa,,Average,100,100,100,100,100,Games Workshop,Warhammer 40K - W40K,,,,,,,,
Tuxedo Mask,Tuxedo Mask,Mamoru Chiba,High,100,100,100,90,75,Kodansha,Sailor Moon - Sailor Moon,Mamoru Chiba,Tokyo,,Good,,,,
Twice,Twice,Jin Bubaigawara,Moderate,25,25,14,70,65,Shueisha,MHA - My Hero Academia,,,,Bad,178.0,,Grey,Blond
Twilight,Twilight,,High,100,100,100,85,25,Dark Horse Comics,Buffy - Buffy the Vampire Slayer,,,,Neutral,,,,
Twilight Sparkle,Twilight Sparkle,,High,100,100,35,80,10,Hasbro,MLP - My Little Pony Universe,,,,Good,,,Purple,Purple
Twilight Sparkle (Unicorn),Twilight Sparkle (Unicorn),,High,50,25,45,60,40,Hasbro,MLP - My Little Pony Universe,,Equestria,,Good,,,Purple,Purple
Twilight Velvet,Twilight Velvet,,Average,30,25,35,40,0,Hasbro,MLP - My Little Pony Universe,,,,,,,,
Twin Chefs,Twin Chefs,,Low,25,12,20,12,20,,Little Nightmares - Little Nightmares,,,,Bad,,,,
Twin Tail,Twin Tail,,Moderate,75,13,25,40,30,,USU - Ultra Series Universe,,,,Neutral,4500.0,15000000.0,,
Twink,Twink,,Average,1,5,5,5,60,,Q-Force - Q-Force universe,,,,Good,,,,Blue
Twintelle,Twintelle,,Average,16,25,20,45,80,Nintendo,AS - Arms,,,,Good,180.0,63.0,Green,White
TWIRL-E,TWIRL-E,,Good,1,25,30,10,5,Marvel Comics,Earth-TRN888 - Marvel's Spidey and His Amazing Friends,,,2022,Good,,,Blue / White,No Hair
Twist,Twist,Rebecca Hoover,Average,1,1,5,65,15,Marvel Comics,Earth-17372 - The Gifted,,,,Good,,,Brown,Brown
TWIST-E,TWIST-E,,Good,1,25,30,10,5,Marvel Comics,Earth-TRN888 - Marvel's Spidey and His Amazing Friends,,,2022,Good,,,Blue / White,No Hair
Twisted Fate,Twisted Fate,Tobias Felix,Good,1,6,10,40,50,Riot Games,LoL - League of Legends,,The Serpentine Delta,,Neutral,,,,Black
Twitch,Twitch,Twitch,Average,1,8,10,10,30,Riot Games,LoL - League of Legends,,Zaun,,Neutral,,,,Brown
Two-Face,Two-Face,Harvey Dent,Good,8,10,10,15,70,DC Comics,New Earth - Post-Crisis,Harvey Dent,New York,1942,Bad,182.9,83.9,Blue,Brown / White
Two-Face-1,Two-Face,Harvey Dent,Good,1,1,7,5,30,DC Comics,Nolanverse - Batman (2009-2012 Movies),Harvey Dent,Gotham City,2008,Neutral,182.9,81.6,Blue,Blond
Two-Face-2,Two-Face,Harvey Dent,Good,5,6,12,10,65,DC Comics,Arkhamverse - Arkham Series,,,,Bad,183.0,83.0,Brown,Black
Two-Face-3,Two-Face,Harvey Dent,Average,1,1,5,5,40,DC Comics,Burtonverse - Batman (1989-1997 Movies),,,1995,Bad,,,,
Two-Face-4,Two-Face,Harvey Dent,Average,1,6,10,5,50,DC Comics,DCAU - DC Animated Universe,,,,Bad,,,,
Two-Face-5,Two-Face,Harvey Dent,Low,0,0,0,0,0,DC Comics,Prime Earth - New 52,,Gotham City,2011,Bad,182.9,82.55,Blue,Brown
Ty Lee,Ty Lee,Ty Lee,Average,1,8,10,15,90,Dark Horse Comics,Avatar - Avatar: The Last Airbender(2005-2008) and The Legend of Korra(2012-2014),,,,Neutral,,,,Black
Ty-rone,Ty-rone,,Average,25,20,15,40,40,Marvel Comics,MCU - Marvel Cinematic Universe,,,,,,,,
Tyler,Tyler,,Average,1,5,10,60,25,,The Hollow - The Hollow (TV series),,,,,,,,
Tyler Galpin,Tyler Galpin,,Average,25,11,12,30,45,Netflix,Addams Family - Addams Family,,,,Bad,,,Grey,Brown
Tyler Lockwood,Tyler Lockwood,,Average,25,25,15,40,40,The CW,VD - Vampire Diaries,,,,Good,175.3,,Brown,Black
Tyler Lockwood (Hybrid),Tyler Lockwood (Hybrid),,Good,25,30,25,50,50,The CW,,,Mystic Falls,,Good,175.3,,Brown,Black
Tyler Michaels,Tyler Michaels,Tyler Michaels,Average,5,1,15,45,10,Zenescope Entertainment,Charmed - Charmed Universe,,,,Good,,,Blue,Blond
Tyler Rake,Tyler Rake,,Average,14,7,10,15,85,,Extraction - Extraction,,,,Good,190.5,90.7,Blue,Blond
Typhlosion (Hisuian),Typhlosion (Hisuian),Cyndaquil,Good,25,25,35,60,60,Nintendo,Pokemon - Pokemon,,,,,,,,
Typhoid Mary,Typhoid Mary,Mary Walker,Average,5,14,15,10,75,Marvel Comics,Earth-616 - Prime Marvel Universe,,,1988,,177.8,63.5,Brown,Brown
Typhoid Mary-1,Typhoid Mary,Mary Walker,Low,0,0,0,0,0,Marvel Comics,MCU - Marvel Cinematic Universe,Mary Walker,,,Neutral,165.1,55.8,Green / Blue,Red
Typhojem,Typhojem,Typhojem,High,100,100,100,100,100,George Lucas,SWL - Star Wars: Legends Multiverse,,,,,,,,
Typhon,Typhon,Typhon,Good,20,30,30,35,85,Shueisha,OnC - Owari no Chronicle,,,,Bad,,,,
Typhon-1,Typhon,,Average,100,17,100,100,50,Rick Riordan,,,,,Bad,,,,
Typhoon,Typhoon,David Drake,Good,0,75,0,100,0,DC Comics,New Earth - Post-Crisis,David Matthew Drake,,,Bad,6.0,,Blue,Blue
Typhus The Traveller,Typhus The Traveller,Typhus The Traveller,High,100,75,90,100,85,Games Workshop,Warhammer 40K - W40K,,,,,,,,
Tyr,Tyr,Tyr,Low,0,0,0,0,0,Marvel Comics,Earth-616 - Prime Marvel Universe,Tyr Odinson,Asgard,,,,231.3,Blue,Black
Tyr-1,Tyr,Tyr,High,100,100,100,100,100,,Norse Myth - Norse Mythology,,,,,,,,
Tyr-2,Tyr,Tyr Odinson,High,100,100,100,100,100,Sony Interactive Entertainment,GoW - God of War,,Asgard,,Good,257.0,,Yellow,Brown
Tyr-3,Tyr,,High,100,50,55,75,95,Rick Riordan,PJO - Percy Jackson & the Olympians,,,,Good,,,,No Hair
Tyr-4,Tyr,,High,100,100,100,75,90,Hi-Rez Studios,Smite - Smite,,,2013,,,,Blue,Blond
Tyrael,Tyrael,,High,100,80,55,90,90,Activision Blizzard,Diablo - Diablo,,,,Good,,,No eyes,No Hair
Tyrannosaurus Rex,Tyrannosaurus Rex,Tyrannosaurus Rex,Moderate,25,25,15,40,40,Universal Studios,Jurassic Park - Jurassic Park,,Isla Sorna,1993,Neutral,400.0,6350.0,,
Tyrant,Tyrant,Tyrant,High,100,100,100,100,60,Marvel Comics,Earth-616 - Prime Marvel Universe,Tyrant,,1993,Bad,304.8,1110.0,Red,No Hair
Tyrant-1,Tyrant,,Average,25,17,20,30,50,Capcom,Resident Evil - Resident Evil Game & Movie universe,,,,,,,,
Tyrant-2,Tyrant,,Average,80,30,50,70,60,,USU - Ultra Series Universe,,,,Bad,6200.0,57000000.0,,Grey
Tyrell,Tyrell,Tyrell,High,100,95,90,85,80,DC Comics,Earth-1 - Earth-One,,Dheron,2010,Bad,,,White,Grey
Tyrone Cash,Tyrone Cash,Leonard Williams,Low,0,0,0,0,0,Marvel Comics,Earth-1610 - Ultimate Marvel Universe,Leonard Williams,"Hackney, London, England",2010,Bad,,,Black,No Hair
Tyson,Tyson,,Moderate,100,25,45,60,55,Rick Riordan,PJO - Percy Jackson & the Olympians,,,,Good,182.9,,Brown,Brown
Tyson (2010 Movie),Tyson (2010 Movie),,Average,25,19,25,40,50,Rick Riordan,PJO - Percy Jackson & the Olympians,,,,Good,188.0,,Brown,Brown
Tyvar Kell (Post-Mending),Tyvar Kell (Post-Mending),Tyvar Kell,Average,25,11,20,55,75,Hasbro,MtG - Magic: the Gathering,,"Skemfar, Kaldheim",2021,Good,,,,Auburn
Tzecatlipoca,Tzecatlipoca,Tzecatlipoca,High,100,100,100,100,100,,WOD - World of Darkness,,,,,,,,
Tzeentch,Tzeentch,Tzeentch,High,100,100,100,100,100,Games Workshop,Warhammer 40K - W40K,,Realm Of Chaos,,Bad,,,,
Tzeentch-1,Tzeentch,Tzeentch,High,100,100,100,100,100,Games Workshop,WF - Warhammer: Age of Sigmar,,,,,,,,
Tzeentch (Prime),Tzeentch (Prime),,High,100,100,100,100,100,Games Workshop,WF - Warhammer: Age of Sigmar,,,,Bad,,,,
Tzimisce Antediluvian,Tzimisce Antediluvian,Tzimisce Antediluvian,High,100,100,100,100,100,,WOD - World of Darkness,,,,,,,,
U-do,U-do,U-do,High,100,100,100,100,100,,Xenogears - Xenogears,,,,,,,,
U-Go Girl,U-Go Girl,Edith Sawyer,Average,1,100,10,50,40,Marvel Comics,Earth-616 - Prime Marvel Universe,Edith Constance Sawyer,"An unnamed small town, USA",2001,Good,170.2,61.24,Green,Red
U-Killersaurus,U-Killersaurus,Ultra-Killersaurus,Average,100,40,75,90,60,,USU - Ultra Series Universe,,Yapool's Dimension,2006,Bad,7900.0,82000000.0,,No Hair
U-Man,U-Man,Meranno,Good,30,25,40,40,70,Marvel Comics,Earth-616 - Prime Marvel Universe,,Atlantis,1975,Bad,213.4,204.12,Blue,Grey
U-Olga Marie,U-Olga Marie,,High,100,100,100,100,100,Type-Moon,Nasuverse - Nasu universe,,,,,,,Orange,White
Ubik,Ubik,Ubik,Good,55,50,40,75,25,Hakusensha,Berserk - Berserk,,,,,,,,
Udyr,Udyr,Udyr,Good,25,14,25,40,75,Riot Games,LoL - League of Legends,,,,Neutral,,,,
UGF Trooper,UGF Trooper,,Moderate,1,1,10,5,30,Disney,,,,,,,,,
Ugga-Naach,Ugga-Naach,Ugga-Naach,High,100,100,100,100,100,H.P. Lovecraft,,,,,,,,,
Ugin (Post-Mending),Ugin (Post-Mending),Ugin,High,60,80,80,100,35,Hasbro,MtG - Magic: the Gathering,,Dominaria,,Good,,,,
Ugly Man,Ugly Man,,Average,25,1,20,10,50,Dark Horse Comics,Buffy - Buffy the Vampire Slayer,,,,Bad,,,White,No Hair
Ugo,Ugo,Uraltugo Noi Nueph,High,100,100,100,100,30,,Magi - Magi,,,,Good,,,Blue,Blue
Uhluhtc,Uhluhtc,Uhluhtc,High,100,100,100,100,100,H.P. Lovecraft,,,,,,,,,
Uighur,Uighur,Uighur,Average,80,25,40,80,100,Shueisha,Fist Of The North Star - FOTNS,,,,Bad,,,,
Uki,Uki,Uki,Average,25,55,85,65,85,Universal Studios,,,,,Good,50.0,,Black,
Ulamog,Ulamog,,High,100,90,100,100,60,Hasbro,MtG - Magic: the Gathering,,The Blind Eternities,,Bad,,,,
Ulf White,Ulf White,,Moderate,1,7,5,15,25,George R. R. Martin,Planetos - A Song of Ice and Fire/Game of Thrones,,,,,,,,
Ulforce V-Dramon,Ulforce V-Dramon,UlforceVeedramon,High,100,100,100,85,100,Shueisha,Digimon - Digimon,,,,,,,,
Ulfric Stormcloak,Ulfric Stormcloak,,Good,25,17,30,75,85,,TES - The Elder Scrolls Verse,,,,Neutral,,,,
Ulik,Ulik,Ulik,Average,100,80,85,75,90,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,Bad,193.1,353.8,,
Ulmo,Ulmo,,High,100,100,100,100,100,J. R. R. Tolkien,,,Before Creation Of The Universe,,Good,,,,
Ulquiorra,Ulquiorra,,Good,55,100,65,80,80,Shueisha,Bleach - Bleach,Ulquiorra Cifer,,,Bad,,,,
Ulrich Stern,Ulrich Stern,,Good,13,50,25,50,90,,Code Lyoko - Code Lyoko,,germany,,Good,156.0,45.0,Brown,Brown
Ultear Milkovich,Ultear Milkovich,Ultear Milkovich,Good,100,50,30,70,70,Kodansha,Fairy Tail - Fairy Tail,,,,Neutral,,,Brown,Black
